qid,question,gold,pred,scorex,scorey
"57060eaf75f01819005e7912","Jamboree Business Parks belongs to which business center?","West Irvine","West Irvine",1.000000,1.000000
"57060eaf75f01819005e7913","What other business district does Orange County envelop outside of Downtown Santa Ana and Newport Center?","South Coast Metro","South Coast Metro",1.000000,1.000000
"57060eaf75f01819005e7914","At what rate is Orange County developing its business centers?","rapidly","rapidly",1.000000,1.000000
"5ad0483977cf76001a686f8a","What county does the rapidly developing downtown Santa Ana include?","","Orange County",0.000000,0.000000
"5ad0483977cf76001a686f8b","What districts does downtown Santa Ana include?","","South Coast Metro and Newport Center districts",0.000000,0.000000
"5ad0483977cf76001a686f8c","What locations are headquartered at the California University at Irvine?","","Irvine Spectrum, West Irvine",0.000000,0.000000
"5ad0483977cf76001a686f8d","What includes Irvine Center Tech and Business Jamboree Parks?","","West Irvine",0.000000,0.000000
"57060f3e75f01819005e7922","What is the central business district of San Diego?","Downtown San Diego","Downtown San Diego",1.000000,1.000000
"57060f3e75f01819005e7923","Other than its main central  business district, where are the majority of San Diego's business districts located?","Northern San Diego","Northern San Diego",1.000000,1.000000
"57060f3e75f01819005e7924","Outside of Northern San Diego, which other region contains business districts?","North County","North County",1.000000,1.000000
"57060f3e75f01819005e7925","University City is an example of a business district located in which city?","San Diego","San Diego",1.000000,1.000000
"5ad04b2377cf76001a686f92","What is the central business district of downtown San Diego?","","Downtown San Diego",0.000000,0.000000
"5ad04b2377cf76001a686f93","What are located in Northern downtown San Diego?","","districts",0.000000,0.000000
"5ad04b2377cf76001a686f94","What business districts are located in Northern downtown San Diego?","","Carmel Valley, Del Mar Heights, Mission Valley, Rancho Bernardo, Sorrento Mesa, and University City",0.000000,0.000000
"570610b275f01819005e792a","What is the second busiest airport in the United States?","Los Angeles International Airport","Los Angeles International Airport",1.000000,1.000000
"570610b275f01819005e792b","What is the metric they use to determine how busy airports are?","passenger volume","passenger volume",1.000000,1.000000
"570610b275f01819005e792c","What ranking in terms of busiest airports from international passenger volume is the Los Angeles International Airport?","third","second",0.000000,0.000000
"570610b275f01819005e792d","Which airport is home to the busiest single runway in the world?","San Diego International Airport","San Diego International Airport",1.000000,1.000000
"570610b275f01819005e792e","What is the world's busiest general aviation airport?","Van Nuys Airport","Van Nuys Airport",1.000000,1.000000
"5ad04bfc77cf76001a686f98","What is the busiest airport by passenger volume in the United States?","","Los Angeles International Airport",0.000000,0.000000
"5ad04bfc77cf76001a686f99","What is the second-busiest single runway airport in the world?","","San Diego International Airport",0.000000,0.000000
"5ad04bfc77cf76001a686f9a","What is the second-busiest general aviation airport?","","Los Angeles International Airport",0.000000,0.000000
"5ad04bfc77cf76001a686f9b","What major commercial airports are located in Los Angeles?","","Orange County, Bakersfield, Ontario, Burbank and Long Beach",0.000000,0.000000
"5706111a52bb89140068984c","What is the name of the commuter rail system?","Metrolink","Metrolink",1.000000,1.000000
"5706111a52bb89140068984d","How many lines does the commuter rail system have?","seven","seven",1.000000,1.000000
"5706111a52bb89140068984e","How many lines run out of Downtown Los Angeles?","Six","Six",1.000000,1.000000
"5706111a52bb89140068984f","A single line connects San Bernardino, Riverside and what other county?","Orange","Orange",1.000000,1.000000
"5ad04d3077cf76001a686fa0","Where do seven lines of Metrolink run out of?","","Downtown Los Angeles",0.000000,0.000000
"5ad04d3077cf76001a686fa1","What is the name of the Los Angeles rail system?","","Metrolink",0.000000,0.000000
"5ad04d3077cf76001a686fa2","What counties are connected to Los Angeles, Ventura, and San Bernardino by one line?","","Riverside, Orange, and San Diego",0.000000,0.000000
"570611c475f01819005e793c","What is the United States busiest commercial port?","Port of Los Angeles","Port of Los Angeles",1.000000,1.000000
"570611c475f01819005e793d","What is the second busiest container port in the United States?","Port of San Diego","Long Beach",0.000000,0.666667
"570611c475f01819005e793e","The Port of Long Beach belongs to which region of California?","Southern","Southern",1.000000,1.000000
"5ad04de377cf76001a686fa6","What is home to Southern California?","","the Port of Los Angeles",0.000000,0.000000
"5ad04de377cf76001a686fa7","What is the busiest container port in the United States?","","Port of Los Angeles",0.000000,0.000000
"5ad04de377cf76001a686fa8","What is the Port of San Diego adjacent to?","","Port of Long Beach",0.000000,0.000000
"5ad04de377cf76001a686fa9","What is the United State's second-busiest commercial port?","","Long Beach",0.000000,0.000000
"5706139252bb891400689864","What is the moniker that is being used to describe the region's diversified technology?","The Tech Coast","The Tech Coast",1.000000,1.000000
"5706139252bb891400689865","What kind of universities is the region famous for?","research","research universities",0.000000,0.666667
"5706139252bb891400689866","What kind of university is the California Institute of Technology?","private","private",1.000000,1.000000
"5706139252bb891400689867","How many campuses does the University of California have?","5","5",1.000000,1.000000
"5706139252bb891400689868","How many campuses does the California State University have?","12","12",1.000000,1.000000
"5ad04ecf77cf76001a686fae","What are the 5 California University campuses?","","Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego",0.000000,0.000000
"5ad04ecf77cf76001a686faf","How many California University campuses are there?","","12",0.000000,0.000000
"5ad04ecf77cf76001a686fb0","How many State of California University campuses are there?","","12",0.000000,0.000000
"5ad04ecf77cf76001a686fb1","Where is Redland University located?","","University of Redlands",0.000000,0.000000
"5ad04ecf77cf76001a686fb2","Where is Pomona University located?","","12 California State University campuses",0.000000,0.000000
"5706143575f01819005e7950","The Los Angeles Rams are an example of what kind of sports team?","NFL","NFL",1.000000,1.000000
"5706143575f01819005e7951","The Los Angeles Clippers are a team belonging to which sport?","NBA","NBA",1.000000,1.000000
"5706143575f01819005e7952","The Los Angeles Angels of Anaheim are from which sport?","MLB","MLB",1.000000,1.000000
"5706143575f01819005e7953","What is the other NHL team aside from the Anaheim Ducks to reside in Southern California?","Los Angeles Kings","Los Angeles Kings",1.000000,1.000000
"5706143575f01819005e7954","What is the lone MLS team that belongs to southern California?","LA Galaxy","LA Galaxy",1.000000,1.000000
"5ad04f7977cf76001a686fb8","What NLF teams are from Southern California?","","Los Angeles Rams, San Diego Chargers",0.000000,0.000000
"5ad04f7977cf76001a686fb9","What NAB teams are from Southern California?","","Los Angeles Rams, San Diego Chargers",0.000000,0.000000
"5ad04f7977cf76001a686fba","What MBL teams are from Southern California?","","Los Angeles Rams, San Diego Chargers",0.000000,0.000000
"5ad04f7977cf76001a686fbb","What NLH teams are from Southern California?","","Los Angeles Rams, San Diego Chargers",0.000000,0.000000
"5ad04f7977cf76001a686fbc","What MSL team is from Southern California?","","Los Angeles Rams",0.000000,0.000000
"5706149552bb891400689880","Which team was suspended from the MLS?","Chivas USA","Chivas USA",1.000000,1.000000
"5706149552bb891400689881","How many teams did Los Angeles used to have?","two","two",1.000000,1.000000
"5706149552bb891400689882","Which year resulted in the suspension of one of the two soccer teams?","2014","2014",1.000000,1.000000
"5706149552bb891400689883","What was the name of the stadium that the teams played in?","StubHub Center","StubHub Center",1.000000,1.000000
"5706149552bb891400689884","When is the suspended team scheduled to return?","2018","2018",1.000000,1.000000
"5ad050c877cf76001a686fc2","How many Major Soccer League teams were in Los Angeles from 2005-2014?","","two",0.000000,0.000000
"5ad050c877cf76001a686fc3","What Major Soccer League teams played in Los Angeles in 2014?","","LA Galaxy and Chivas USA",0.000000,0.000000
"5ad050c877cf76001a686fc4","When were the LA Galaxy suspended?","","2005",0.000000,0.000000
"5ad050c877cf76001a686fc5","When is a second MSL team scheduled to return?","","2018",0.000000,0.000000
"570614ff52bb89140068988a","What other kind of sport is popular in southern California?","College","College",1.000000,1.000000
"570614ff52bb89140068988b","The Bruins belong to which college?","UCLA","UCLA",1.000000,1.000000
"570614ff52bb89140068988c","What is the name of the team from USC?","Trojans","USC Trojans",0.000000,0.666667
"570614ff52bb89140068988d","Which conference do the teams in southern California play in?","Pac-12","Pac-12",1.000000,1.000000
"570614ff52bb89140068988e","The two listed teams play for which NCAA group?","Division I","NCAA Division I",0.000000,0.800000
"5ad0511577cf76001a686fca","What is the ULCA mascot?","","UCLA Bruins",0.000000,0.000000
"5ad0511577cf76001a686fcb","What is the UCS mascot?","","UCLA Bruins",0.000000,0.000000
"5ad0511577cf76001a686fcc","What conference are both ULCA and UCS part of?","","Pac-12",0.000000,0.000000
"5706155352bb891400689894","What is a growing sport in southern California?","Rugby","Rugby",1.000000,1.000000
"5706155352bb891400689895","At which level of education is this sport becoming more popular?","high school","high school",1.000000,1.000000
"5706155352bb891400689896","What is rugby rapidly becoming with high schools?","an official school sport","official school sport",1.000000,1.000000
"5ad051be77cf76001a686fd0","What sport is growing in all California schools?","","Rugby",0.000000,0.000000
